tweet,emoji,text,compound,sentiment
Soon expect this behavior in Western nations.❓.Everything that do not support Islam must be destroyed❓😳 …,❓❓😳,Soon expect this behavior in Western nations..Everything that do not support Islam must be destroyed …,-0.666,negative
"🆕 StatTrak™ ( AK-47 | Fire Serpent &amp; M4A1-S | Chantico's Fire ) Giveaway! RT , Follow and click h…",🆕™," StatTrak ( AK-47 | Fire Serpent &amp; M4A1-S | Chantico's Fire ) Giveaway! RT , Follow and click h…",-0.6239,negative
Needed that! Had to laugh!😘😂,😘😂,Needed that! Had to laugh!,0.6351,positive
Just take a nap😪,😪,Just take a nap,0.0,neutral
I see🤗,🤗,I see,0.0,neutral
Let us never forget this vine 😂😂,😂😂,Let us never forget this vine ,0.1695,positive
Air Max 270 🤭🍊⠀,🤭🍊,Air Max 270 ⠀,0.0,neutral
Plz Retweet! Can we hit 1 MILLION SUBSCRIBERS by  ?? 😃😃 SUB HERE! Tell your friends! TAP THE BELL 🛎 to get n…,😃😃🛎,Plz Retweet! Can we hit 1 MILLION SUBSCRIBERS by  ??  SUB HERE! Tell your friends! TAP THE BELL  to get n…,0.6844,positive
You can see his lisp in the gif 😂😍,😂😍,You can see his lisp in the gif ,0.0,neutral
~ ♦ ~ ♦ ~ ♦ ~ ♦ ~ COMING SOON ~ ♦ ~ ♦ ~ ♦ ~ ♦ ~ Thrilling Ethan by Anna Paige Preorder Now -…,♦♦♦♦♦♦♦♦,~  ~  ~  ~  ~ COMING SOON ~  ~  ~  ~  ~ Thrilling Ethan by Anna Paige Preorder Now -…,0.4767,positive
Yea he’s got some shit coming for us. This verse 🔥,🔥,Yea he’s got some shit coming for us. This verse ,-0.5574,negative
★彡 Late Post :: FB UPDATE ★彡 © Eat Bulaga,©,★彡 Late Post :: FB UPDATE ★彡  Eat Bulaga,0.0,neutral
I got a soft spot for one person lika bih.😩,😩,I got a soft spot for one person lika bih.,0.0,neutral
He hasn't been this year and wants to see Donovan Mitchell ball 🏀,🏀,He hasn't been this year and wants to see Donovan Mitchell ball ,0.0,neutral
Catch up guys... had this news months ago. 😜,😜,Catch up guys... had this news months ago. ,0.0,neutral
This is how he works behind the cam..😭 im so touched he never treats the membrrs as his subordi…,😭,This is how he works behind the cam.. im so touched he never treats the membrrs as his subordi…,0.0,neutral
Good Morning🌻🦋🌻,🌻🦋🌻,Good Morning,0.4404,positive
This is my perfect night 😍😍😍,😍😍😍,This is my perfect night ,0.5719,positive
Everyone who retweets get a naughty pic in DM 😏😈,😏😈,Everyone who retweets get a naughty pic in DM ,0.0,neutral
"😰Retweet if you follow back, Follow me and everyone who like or retweets it",😰,"Retweet if you follow back, Follow me and everyone who like or retweets it",0.3612,positive
Thankyouuuuuu kath😘 love u mwaps!😘,😘😘,Thankyouuuuuu kath love u mwaps!,0.6696,positive
"✔RETWEET✔ if you love waking up in the morning and Donald Trump is still President! Much to liberal's dismay, he is goi…",✔✔,"RETWEET if you love waking up in the morning and Donald Trump is still President! Much to liberal's dismay, he is goi…",0.4003,positive
Idk why im like this😪 stubborn as hell,😪,Idk why im like this stubborn as hell,-0.7667,negative
Why do I always cry watching ?!😭😭,😭😭,Why do I always cry watching ?!,-0.5255,negative
On YouTube channel wp entertainment now 🔥 Tq so much guys ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,🔥❤❤❤❤❤❤❤❤❤❤,On YouTube channel wp entertainment now  Tq so much guys ️️️️️️️️️️,0.5859,positive
"Mine told me he liked blondes, so I went from brown to black 😘🙇🏻‍♀️",😘🙇🏻♀,"Mine told me he liked blondes, so I went from brown to black ‍️",0.4215,positive
[Updated] 30/03 2PM KST   Melon  (-3)🚨🚨🚨 Genie  (-10) Naver  (+2) Bugs OUT Mnet  (-6) Soribada,🚨🚨🚨,[Updated] 30/03 2PM KST   Melon  (-3) Genie  (-10) Naver  (+2) Bugs OUT Mnet  (-6) Soribada,0.0,neutral
VAAAAAAL! THE NOTIFICATIONS🙈!,🙈,VAAAAAAL! THE NOTIFICATIONS!,0.0,neutral
Follow everyone who RETWEETS this 🌀,🌀,Follow everyone who RETWEETS this ,0.0,neutral
woojin really gave his 💯% during their boomerang mv recording 🤘 woojin-ah you did well 😚,💯🤘😚,woojin really gave his % during their boomerang mv recording  woojin-ah you did well ,0.2732,positive
This dude it blessed all around! ❤️🍆❤️👌🏽,❤🍆❤👌🏽,This dude it blessed all around! ️️,0.636,positive
BABY I AM WAITING FOR U ! COME TO MY ROOM &gt;&gt; I AM SO HOT !❤️❤️❤️ 💚…,❤❤❤💚,BABY I AM WAITING FOR U ! COME TO MY ROOM &gt;&gt; I AM SO HOT !️️️ …,0.0,neutral
omg mars you dont have to feel bad u can get them $$$ thats what most instafamouses do 😂😂😂,😂😂😂,omg mars you dont have to feel bad u can get them $$$ thats what most instafamouses do ,-0.5423,negative
Lol made his hole speak 😂,😂,Lol made his hole speak ,0.4215,positive
🔴🔵 's 📸shooting &amp; 🎬movies with  .... choose your preferred position to approach her🔞🔥..... (5…,🔴🔵📸🎬🔞🔥, 's shooting &amp; movies with  .... choose your preferred position to approach her..... (5…,0.0,neutral
(PICS)  ☁️☄,☁☄,(PICS)  ️,0.0,neutral
Made too many left turns now it’s time to make a right. 🎵,🎵,Made too many left turns now it’s time to make a right. ,0.0,neutral
Atlanta’s OG Crip isn’t going anywhere (literally)! Caption this “Can’t Get Enough” video 🤔🤣🔥 …,🤔🤣🔥,Atlanta’s OG Crip isn’t going anywhere (literally)! Caption this “Can’t Get Enough” video  …,0.0,neutral
love this energy....don’t be boring with me cause I’m too retarded for us not to be playing. 🤣🤣,🤣🤣,love this energy....don’t be boring with me cause I’m too retarded for us not to be playing. ,-0.3382,negative
[ good morning☀️,☀,[ good morning️,0.4404,positive
Finally baseball is back 🙌🏼😎,🙌🏼😎,Finally baseball is back ,0.0,neutral
"All members are available except Jihoon, Guanlin, Daniel and Jaehwan 💗",💗,"All members are available except Jihoon, Guanlin, Daniel and Jaehwan ",0.0,neutral
getting yelled at by yo bf will hurt yo feelings 😂 on God 😒🙄,😂😒🙄,getting yelled at by yo bf will hurt yo feelings  on God ,-0.3182,negative
I have so much anxiety right now 😩,😩,I have so much anxiety right now ,-0.2449,negative
Fishes love wine and the water.😌♓️,😌♓,Fishes love wine and the water.️,0.6369,positive
Of course! I have to support my fellow boos 💕💕💕,💕💕💕,Of course! I have to support my fellow boos ,0.4574,positive
Internet Rapper 💻 - Shelly Knicks prod. Shot and edited by Dedicated to all the nice…,💻,Internet Rapper  - Shelly Knicks prod. Shot and edited by Dedicated to all the nice…,0.4588,positive
"9.19.2009 » ""It's a miracle in Blacksburg!! Tyrod did it, Mikey... Tyrod did it!!""  🦃 In the final se…",🦃,"9.19.2009 » ""It's a miracle in Blacksburg!! Tyrod did it, Mikey... Tyrod did it!!""   In the final se…",0.7156,positive
your making my heart hurt watching your show!!😘 xxxx,😘,your making my heart hurt watching your show!! xxxx,-0.6103,negative
LOL. Must be my imagination 🤷🏾‍♂️,🤷🏾♂,LOL. Must be my imagination ‍️,0.5473,positive
RT:  🌆 👉🚖 For Taxi 📞703-445-4450,🌆👉🚖📞,RT:    For Taxi 703-445-4450,0.0,neutral
Great job! I love them so much 😍,😍,Great job! I love them so much ,0.8622,positive
This 😫,😫,This ,0.0,neutral
Bruh 🤦🏾‍♀️😂 same,🤦🏾♀😂,Bruh ‍️ same,0.0,neutral
1 pull and I'm seeing other dimensions 😂,😂,1 pull and I'm seeing other dimensions ,0.0,neutral
Trends Started by MSDians in Cricket World 😉 🔷1st BDay Trend 🔷1st World Wide Bday Trend 🔷1st Trend To Celebrate Debut 🔷…,😉🔷🔷🔷🔷,Trends Started by MSDians in Cricket World  1st BDay Trend 1st World Wide Bday Trend 1st Trend To Celebrate Debut …,0.5719,positive
My son lets me lay on his chest while he watches his baby shows. A man. 💓,💓,My son lets me lay on his chest while he watches his baby shows. A man. ,0.0,neutral
That morning D was sooo good 🤤,🤤,That morning D was sooo good ,0.4404,positive
Alrighttt but like time? 😭 I’ve been refreshing YouTube for a min,😭,Alrighttt but like time?  I’ve been refreshing YouTube for a min,0.5023,positive
We know one person who's tuning into  right now! 👀 reveals how he became newest…,👀,We know one person who's tuning into  right now!  reveals how he became newest…,0.0,neutral
Loving the  videos! 😂😂😂,😂😂😂,Loving the  videos! ,0.636,positive
The hubris and arrogance is stifling in this one. 👇🏼👇🏼👇🏼,👇🏼👇🏼👇🏼,The hubris and arrogance is stifling in this one. ,-0.5267,negative
ARREST 89 Criminal  Immigrants YOU GO ICE GET THEM OUT OF AMERICA‼️,‼,ARREST 89 Criminal  Immigrants YOU GO ICE GET THEM OUT OF AMERICA️,-0.7603,negative
Which anon this wey she know my face😂,😂,Which anon this wey she know my face,0.0,neutral
MP's Son Shot Dead in London-Sadiq Khan's “Gun Free” City! 👉🏼👉🏼10 Dead in 12 Days👈🏼👈🏼 Both KNIFE attacks and Gun violence…,👉🏼👉🏼👈🏼👈🏼,MP's Son Shot Dead in London-Sadiq Khan's “Gun Free” City! 10 Dead in 12 Days Both KNIFE attacks and Gun violence…,-0.9348,negative
A lot Holy Smokes - HOW QUICK THE TIDE CHANGES 😮 HYPOCRITE CITY No wonder they are hiding this &amp; removing…,😮,A lot Holy Smokes - HOW QUICK THE TIDE CHANGES  HYPOCRITE CITY No wonder they are hiding this &amp; removing…,-0.5267,negative
"finally saw ep2, fave part abt it: they used outro her in the intro!! 😍 i ❤ outro her 🌟",😍❤🌟,"finally saw ep2, fave part abt it: they used outro her in the intro!!  i  outro her ",0.5399,positive
Afternoon drinking with work......what could possibly go wrong 😂,😂,Afternoon drinking with work......what could possibly go wrong ,-0.4767,negative
best of luck to my bffs doing big things in mexico this week i love you guys!!!!! 💘💘,💘💘,best of luck to my bffs doing big things in mexico this week i love you guys!!!!! ,0.9269,positive
[ good morning☀️,☀,[ good morning️,0.4404,positive
Having nasty sex cause that’s just how freaky we are 😏😏😏,😏😏😏,Having nasty sex cause that’s just how freaky we are ,-0.7269,negative
"And just like you, i moved on 🤷🏽‍♀️.",🤷🏽♀,"And just like you, i moved on ‍️.",0.3612,positive
Always our Connie. ❤️,❤,Always our Connie. ️,0.0,neutral
On everything 😂😂,😂😂,On everything ,0.0,neutral
please continue smiling brightly just like this 🖤 cr. Laundry13_,🖤,please continue smiling brightly just like this  cr. Laundry13_,0.8519,positive
Sick and tired of having to pick between my charger and earphones 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️,🤦🏾♀🤦🏾♀🤦🏾♀🤦🏾♀🤦🏾♀🤦🏾♀🤦🏾♀🤦🏾♀🤦🏾♀🤦🏾♀🤦🏾♀,Sick and tired of having to pick between my charger and earphones ‍️‍️‍️‍️‍️‍️‍️‍️‍️‍️‍️,-0.7351,negative
Night outs 🍻,🍻,Night outs ,0.0,neutral
"Well, that's good to hear.👊😂",👊😂,"Well, that's good to hear.",0.6124,positive
"| Harry looking at art in Barcelona today March 29, 2018 • ©️",©,"| Harry looking at art in Barcelona today March 29, 2018 • ️",0.0,neutral
Fav if you hate me Rt if you hate me more than anything❤.,❤,Fav if you hate me Rt if you hate me more than anything.,-0.6597,negative
Say no more 😎,😎,Say no more ,-0.296,negative
When I slap that ass It turns red that's my typa sex 😎,😎,When I slap that ass It turns red that's my typa sex ,-0.4404,negative
Nowadays everybody wants to be a stoner 😂 but back then y’all thought smoking was stupid,😂,Nowadays everybody wants to be a stoner  but back then y’all thought smoking was stupid,-0.6808,negative
Real Madrid news: Antonio Conte 'contacts Bayern Munich's James Rodriguez' with shock plan 🔥 Football News:…,🔥,Real Madrid news: Antonio Conte 'contacts Bayern Munich's James Rodriguez' with shock plan  Football News:…,-0.3818,negative
Ok sure thanks 🙏🏾,🙏🏾,Ok sure thanks ,0.7506,positive
Rise &amp; Grind 💰,💰,Rise &amp; Grind ,0.0,neutral
💕Watch her spread that beautiful ASS! 💕 Enter here 💌 💌 Enter here 💌 💌…,💕💕💌💌💌💌,Watch her spread that beautiful ASS!  Enter here   Enter here  …,-0.1593,negative
Follow everyone who LIKES and RETWEETS this 🍩,🍩,Follow everyone who LIKES and RETWEETS this ,0.5473,positive
AHH YOURE TOO KIND ILY 💞,💞,AHH YOURE TOO KIND ILY ,0.8316,positive
storm from tomorrow at your nearest theatres..🙋  😎   https…,🙋😎,storm from tomorrow at your nearest theatres..     https…,0.0,neutral
💬 | Discussing fanfic…. “See…everyone’s told me not to read it…”,💬, | Discussing fanfic…. “See…everyone’s told me not to read it…”,0.0,neutral
"Would you cop a pair of the ""Air Kuzmania?""  🎥: Kyle Kuzma/IG Story",🎥,"Would you cop a pair of the ""Air Kuzmania?""  : Kyle Kuzma/IG Story",0.0,neutral
"""God will provide 💕""",💕,"""God will provide """,0.2732,positive
"Ted you &amp; 29 other Members of Congress who employed the Awan Brothers &amp; got ""hacked"" allegedly or pay for play 🤔4 national se…",🤔,"Ted you &amp; 29 other Members of Congress who employed the Awan Brothers &amp; got ""hacked"" allegedly or pay for play 4 national se…",0.25,positive
look how strong is 💚,💚,look how strong is ,0.5106,positive
"Easily the most underrated day of the year, gotta love Opening Day ⚾️",⚾,"Easily the most underrated day of the year, gotta love Opening Day ️",0.765,positive
"Hi, I'm online now on EuroSexCams🇪🇺♥️ Join me and let's  It's  ⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️ https:/…",♥⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇,"Hi, I'm online now on EuroSexCams🇪🇺️ Join me and let's  It's  ️️️️️️️️️️️️️️️️️ https:/…",0.296,positive
